17.60	671.71	161.75			
17.70	730.76	161.77			
17.80	830.05	161.77			
17.90	938.73	161.78			
18.00	1100.26	161.78			
18.10	1256.23	161.79			
18.20	1472.21	161.79			
18.30	1722.71	161.81			
18.40	1955.89	161.81			
18.50	2272.74	161.82			
18.60	2552.06	161.82			
18.70	2933.30	161.84			
18.80	3281.77	161.84			
18.90	3708.87	161.84			
19.00	4182.41	161.84			
19.10	4601.69	161.86			
19.20	5146.98	161.86			
19.30	5656.27	161.88			
19.40	6275.28	161.88			
19.50	6815.30	161.89			
19.60	7484.67	161.89			
19.70	8216.72	161.91			
19.80	8935.29	161.91			
19.90	9579.71	161.92			
20.00	10398.67	161.92			
20.10	11055.95	161.94			
20.20	11764.08	161.94			
